GEMS.Station.Number,Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N
IRL00053,2013-10-24,8.4,0.01002896181,0.39953112128,0.01,9.8,0.00998022597
IRL00053,2014-04-08,8.3,0.006017377086,1.09871058352,0.014,11.2,0.020958474537
IRL00053,2014-06-04,8.3,0.008023169448,0.769097408464,0.01,9.8,0.01996045194
IRL00053,2014-07-01,8.5,0.007020273267,0.79906224256,0.012,8.9,0.01996045194
IRL00053,2014-08-06,8.4,0.01002896181,0.84900363272,0.015,8.9,0.01996045194
IRL00053,2014-08-26,8.4,0.008023169448,0.739132574368,0.01,9.4,0.01996045194
IRL00053,2014-10-07,8.4,0.017049235077,0.489425623568,0.01,9.1,0.01996045194
IRL00053,2015-02-17,8.2,0.004,0.316,0.023,12.2,0.016
IRL00053,2015-04-21,8.4,0.004,0.226,0.017,11.9,0.016
IRL00053,2015-06-16,8.4,0.004,0.217,0.012,10.1,0.022
IRL00053,2015-07-21,8.4,0.004,0.217,0.011,9.3,0.016
IRL00053,2015-08-18,8.4,0.005,0.095,0.01,9.5,0.016
IRL00053,2015-09-08,8.4,0.004,0.2,0.012,9.6,0.016
IRL00053,2015-10-05,8.3,0.004,0.097,0.017,9.7,0.023
IRL00053,2015-12-22,8.1,0.004,0.214,0.038,11.0,0.016
IRL00053,2016-03-22,8.1,0.004,0.849,0.025,0.1,0.02
IRL00053,2016-04-12,8.2,0.004,0.869,0.027,11.6,0.02
IRL00053,2016-05-10,8.3,0.004,0.62,0.018,10.8,0.02
IRL00053,2016-06-07,8.5,0.004,0.59,0.012,9.5,0.022
IRL00053,2016-07-12,8.4,0.01,0.47,0.011,9.6,0.02
IRL00053,2016-08-16,8.5,0.01,0.55,0.01,9.5,0.02
IRL00053,2016-10-11,8.4,0.014,0.2,0.02,10.1,0.02
IRL00053,2017-02-21,8.4,0.004,0.999,0.025,12.5,0.02
IRL00053,2017-04-19,8.4,0.004,0.939,0.021,10.7,0.02
IRL00053,2017-06-08,8.5,0.004,0.929,0.017,10.3,0.02
IRL00053,2017-07-18,8.6,0.004,0.73,0.01,9.3,0.02
IRL00053,2017-08-22,8.5,0.004,0.38,0.013,8.7,0.02
IRL00053,2017-09-12,8.5,0.004,0.49,0.011,10.0,0.02
IRL00053,2017-10-18,8.4,0.004,0.47,0.023,10.5,0.02
IRL00053,2017-12-12,8.2,0.004,0.889,0.035,15.1,0.02
IRL00053,2019-02-05,8.1,0.004005487164,1.4989189068,0.023,9.9,0.02001480624
IRL00053,2019-04-16,8.3,0.006168450233,1.59884683392,0.016,11.0,0.021015546552
IRL00053,2019-06-05,8.4,0.014219479432,1.39899097968,0.012,9.5,0.021015546552
IRL00053,2019-07-16,8.5,0.011315501238,0.979293685776,0.01,9.7,0.02001480624
IRL00053,2019-08-14,8.5,0.011816187134,0.969300893064,0.01,9.4,0.022016286864
IRL00053,2019-09-10,8.4,0.004005487164,0.4996396356,0.014,8.9,0.021015546552
IRL00053,2019-10-21,8.2,0.008551715095,0.7494594534,0.029,9.9,0.036026651232
IRL00053,2019-12-03,8.3,0.009312757656,1.29906305256,0.025,12.0,0.02001480624
IRL00053,2020-02-27,8.3,0.00450617306,1.19913512544,0.032,12.2,0.02001480624
IRL00053,2020-06-03,8.5,0.010814815343,0.869372965944,0.01,10.2,0.02001480624
IRL00053,2020-07-13,8.5,0.009713306373,0.69949548984,0.01,9.7,0.02001480624
IRL00053,2020-08-05,8.5,0.005247188185,0.789430624248,0.05,9.3,0.02001480624
IRL00053,2020-09-01,8.2,0.009332785092,0.54960359916,0.027,9.0,0.032023689984
IRL00053,2020-10-05,8.3,0.036149521655,0.569589184584,0.026,9.9,0.02001480624
IRL00053,2020-12-01,8.3,0.006799314461,0.919336929504,0.03,11.5,0.02001480624
IRL00053,2021-01-11,8.2,0.004005487164,1.09920719832,0.026,9.6,0.02001480624
IRL00053,2021-03-02,8.3,0.005157064724,1.19913512544,0.025,12.5,0.02001480624
IRL00053,2021-04-20,8.4,0.011015089701,0.959308100352,0.017,11.1,0.02001480624
IRL00053,2021-05-11,8.5,0.008601783685,0.979293685776,0.015,10.6,0.02001480624
IRL00053,2021-06-10,8.4,0.004516186777,0.879365758656,0.01,9.8,0.021015546552
IRL00053,2021-07-14,8.5,0.009032373555,0.729473867976,0.016,9.5,0.02001480624
IRL00053,2021-08-26,8.7,0.012116598671,0.369733330344,0.01,11.3,0.02001480624
IRL00053,2021-09-07,8.5,0.015320988402,0.919336929504,0.01,9.1,0.02001480624
IRL00053,2021-10-05,8.4,0.007279972921,0.44967567204,0.01,9.6,0.02001480624
IRL00053,2021-11-09,8.3,0.005908093567,0.519625221024,0.026,10.2,0.02001480624
IRL00053,2021-12-09,8.3,0.004005487164,0.629545940856,0.016,10.6,0.02001480624
IRL00054,2013-03-12,8.3,0.01002896181,0.79906224256,0.018,12.6,0.00998022597
IRL00054,2013-04-09,8.4,0.01002896181,0.89894502288,0.015,11.9,0.00998022597
IRL00054,2013-05-01,8.5,0.01002896181,0.89894502288,0.015,11.3,0.00998022597
IRL00054,2013-06-06,8.5,0.01002896181,0.69917946224,0.005,9.9,0.00998022597
IRL00054,2013-07-09,8.6,0.01002896181,0.59929668192,0.015,10.4,0.00998022597
IRL00054,2013-10-07,8.4,0.01002896181,0.39953112128,0.01,9.6,0.00998022597
IRL00054,2013-10-24,8.2,0.01002896181,0.69917946224,0.02,9.6,0.01996045194
IRL00054,2014-04-08,8.3,0.006017377086,1.09871058352,0.013,10.6,0.01996045194
IRL00054,2014-06-04,8.3,0.009026065629,0.988839525168,0.017,9.7,0.01996045194
IRL00054,2014-07-01,8.4,0.006017377086,0.69917946224,0.014,9.2,0.027944632716
IRL00054,2014-08-06,8.3,0.008023169448,1.29847614416,0.011,8.4,0.01996045194
IRL00054,2014-08-26,8.3,0.005014480905,0.529378735696,0.01,9.3,0.01996045194
IRL00054,2014-10-07,8.4,0.014040546534,0.489425623568,0.01,9.4,0.01996045194
IRL00054,2015-02-17,8.2,0.004,0.316,0.023,12.4,0.016
IRL00054,2015-04-21,8.3,0.004,0.2,0.017,11.7,0.016
IRL00054,2015-06-16,8.4,0.004,0.2,0.015,9.8,0.019
IRL00054,2015-07-21,8.4,0.004,0.205,0.012,9.3,0.016
IRL00054,2015-08-18,8.3,0.004,0.248,0.015,9.8,0.016
IRL00054,2015-09-08,8.4,0.004,0.21,0.012,10.0,0.016
IRL00054,2015-10-05,8.3,0.004,0.093,0.016,9.8,0.016
IRL00054,2015-12-22,8.0,0.004,0.2,0.037,10.9,0.016
IRL00054,2016-03-22,8.1,0.004,0.799,0.024,0.1,0.02
IRL00054,2016-04-12,8.2,0.004,0.769,0.03,11.5,0.02
IRL00054,2016-05-10,8.3,0.004,0.51,0.017,10.8,0.02
IRL00054,2016-06-07,8.4,0.005,0.45,0.012,9.2,0.031
IRL00054,2016-07-12,8.4,0.009,0.42,0.012,9.5,0.02
IRL00054,2016-08-16,8.6,0.009,0.53,0.01,9.6,0.02
IRL00054,2016-10-11,8.4,0.01,0.2,0.015,10.8,0.02
IRL00054,2017-02-21,8.3,0.004,0.869,0.028,11.9,0.02
IRL00054,2017-04-19,8.4,0.004,0.899,0.02,10.8,0.02
IRL00054,2017-06-08,8.5,0.004,0.929,0.013,11.6,0.02
IRL00054,2017-07-18,8.5,0.004,0.69,0.01,10.3,0.02
IRL00054,2017-08-22,8.5,0.004,0.34,0.018,8.7,0.02
IRL00054,2017-09-12,8.5,0.004,0.46,0.013,9.9,0.02
IRL00054,2017-10-18,7.9,0.004,0.29,0.034,9.3,0.02
IRL00054,2017-12-12,8.1,0.004,1.399,0.038,14.7,0.02
IRL00054,2019-02-05,8.1,0.004005487164,1.39899097968,0.026,10.0,0.02001480624
IRL00054,2019-04-16,8.3,0.004005487164,1.4989189068,0.022,11.1,0.023017027176
IRL00054,2019-06-05,8.4,0.013418381999,1.09920719832,0.01,9.0,0.02001480624
IRL00054,2019-07-16,8.5,0.012316873029,0.929329722216,0.011,9.4,0.02001480624
IRL00054,2019-08-14,8.5,0.011916324313,0.959308100352,0.01,9.3,0.023017027176
IRL00054,2019-09-10,8.3,0.005167078442,0.519625221024,0.015,9.2,0.02001480624
IRL00054,2019-10-21,8.1,0.006879424204,0.559596391872,0.027,9.8,0.034025170608
IRL00054,2019-12-03,8.2,0.006959533947,1.29906305256,0.024,11.9,0.022016286864
IRL00054,2020-02-27,8.3,0.004005487164,1.19913512544,0.027,12.0,0.02001480624
IRL00054,2020-06-03,8.4,0.010113855089,0.84938738052,0.01,9.8,0.023017027176
IRL00054,2020-07-13,8.4,0.009372839964,0.629545940856,0.01,9.5,0.02001480624
IRL00054,2020-08-05,8.2,0.005437448825,0.729473867976,0.052,9.1,0.02001480624
IRL00054,2020-09-01,8.0,0.004586282803,0.389718915768,0.046,9.1,0.032023689984
IRL00054,2020-10-05,8.3,0.035148149864,0.569589184584,0.027,9.9,0.02001480624
IRL00054,2020-12-01,8.2,0.006378738309,0.939322514928,0.032,11.3,0.02001480624
IRL00054,2021-01-11,8.3,0.004005487164,1.09920719832,0.025,9.6,0.02001480624
IRL00054,2021-03-02,8.1,0.004005487164,0.909344136792,0.026,12.2,0.02001480624
IRL00054,2021-04-20,8.4,0.010314129447,0.969300893064,0.017,11.1,0.02001480624
IRL00054,2021-05-11,8.5,0.008581756249,0.919336929504,0.015,10.5,0.02001480624
IRL00054,2021-06-10,8.4,0.004426063316,0.839394587808,0.01,9.7,0.02001480624
IRL00054,2021-07-14,8.4,0.010113855089,0.729473867976,0.011,9.2,0.02001480624
IRL00054,2021-08-26,8.6,0.014920439686,0.34974774492,0.013,10.8,0.02001480624
IRL00054,2021-09-07,8.4,0.01441975379,0.509632428312,0.01,9.0,0.02001480624
IRL00054,2021-10-05,8.3,0.005217147031,0.419697293904,0.017,10.4,0.02001480624
IRL00054,2021-11-09,8.1,0.004005487164,0.409704501192,0.027,10.3,0.02001480624
IRL00054,2021-12-09,8.2,0.004005487164,0.629545940856,0.018,10.8,0.02001480624
IRL00055,2013-03-12,8.3,0.01002896181,0.69917946224,0.017,12.4,0.00998022597
IRL00055,2013-04-09,8.3,0.01002896181,0.89894502288,0.015,12.0,0.00998022597
IRL00055,2013-05-01,8.5,0.01002896181,0.89894502288,0.015,11.3,0.00998022597
IRL00055,2013-06-06,8.5,0.01002896181,0.69917946224,0.005,10.1,0.00998022597
IRL00055,2013-07-09,8.5,0.01002896181,0.69917946224,0.015,10.0,0.00998022597
IRL00055,2013-09-16,8.4,0.01002896181,0.39953112128,0.01,9.3,0.01996045194
IRL00055,2013-10-07,8.4,0.01002896181,0.39953112128,0.01,9.7,0.00998022597
IRL00055,2013-10-24,8.4,0.01002896181,0.39953112128,0.01,9.9,0.00998022597
IRL00055,2014-04-08,8.3,0.006017377086,1.09871058352,0.012,10.3,0.01996045194
IRL00055,2014-06-04,8.4,0.007020273267,0.89894502288,0.01,10.2,0.01996045194
IRL00055,2014-07-01,8.4,0.014040546534,0.84900363272,0.01,8.8,0.01996045194
IRL00055,2014-08-06,8.4,0.015043442715,0.868980188784,0.01,8.7,0.01996045194
IRL00055,2014-08-26,8.4,0.009026065629,0.659226350112,0.01,9.2,0.01996045194
IRL00055,2014-10-07,8.4,0.018052131258,0.479437345536,0.01,9.3,0.01996045194
IRL00055,2015-04-21,8.4,0.004,0.248,0.017,11.9,0.016
IRL00055,2015-06-16,8.4,0.004,0.226,0.011,10.0,0.023
IRL00055,2015-07-21,8.4,0.006,0.221,0.011,9.2,0.016
IRL00055,2015-08-18,8.4,0.008,0.2,0.01,9.8,0.016
IRL00055,2015-09-08,8.4,0.004,0.2,0.015,9.5,0.016
IRL00055,2015-10-05,8.4,0.009,0.2,0.01,9.6,0.016
IRL00055,2016-04-12,8.2,0.005,0.939,0.022,11.5,0.02
IRL00055,2016-05-10,8.3,0.004,0.65,0.025,10.9,0.02
IRL00055,2016-06-07,8.4,0.005,0.7,0.01,9.5,0.02
IRL00055,2016-07-12,8.4,0.01,0.47,0.01,9.5,0.02
IRL00055,2016-08-16,8.5,0.013,0.61,0.01,9.4,0.02
IRL00055,2016-10-11,8.4,0.019,0.2,0.016,9.7,0.02
IRL00055,2017-03-20,8.3,0.004,1.299,0.023,12.0,0.02
IRL00055,2017-04-19,8.4,0.004,0.929,0.023,11.4,0.02
IRL00055,2017-06-08,8.5,0.004,0.929,0.016,10.1,0.028
IRL00055,2017-07-18,8.6,0.004,0.68,0.01,11.4,0.02
IRL00055,2017-08-22,8.6,0.004,0.42,0.012,9.2,0.02
IRL00055,2017-09-12,8.5,0.004,0.52,0.01,10.0,0.02
IRL00055,2017-10-18,8.3,0.004,0.47,0.02,11.4,0.02
IRL00055,2017-12-12,8.2,0.004,2.598,0.033,14.8,0.02
IRL00055,2019-02-05,8.3,0.004446090752,2.39827025088,0.022,10.8,0.02001480624
IRL00055,2019-04-16,8.3,0.008651852274,1.69877476104,0.016,11.0,0.02001480624
IRL00055,2019-06-05,8.4,0.023532237088,1.39899097968,0.011,9.7,0.02001480624
IRL00055,2019-07-16,8.6,0.014219479432,1.09920719832,0.012,9.2,0.0250185078
IRL00055,2019-08-14,8.5,0.013117970462,0.9992792712,0.01,9.2,0.024017767488
IRL00055,2019-09-10,8.4,0.004005487164,0.64953152628,0.018,9.6,0.02001480624
IRL00055,2019-10-21,8.2,0.012817558925,0.679509904416,0.026,9.8,0.034025170608
IRL00055,2019-12-03,8.2,0.011215364059,1.19913512544,0.026,12.9,0.02001480624
IRL00055,2020-02-27,8.3,0.004396022162,1.39899097968,0.028,12.1,0.02001480624
IRL00055,2020-06-03,8.6,0.010213992268,0.889358551368,0.01,10.4,0.022016286864
IRL00055,2020-07-13,8.5,0.009112483298,0.719481075264,0.01,9.8,0.02001480624
IRL00055,2020-08-05,8.3,0.006328669719,0.79942341696,0.045,9.4,0.02001480624
IRL00055,2020-09-01,8.3,0.011515775597,0.619553148144,0.014,9.2,0.033024430296
IRL00055,2020-10-05,8.3,0.034146778073,0.609560355432,0.03,10.0,0.02001480624
IRL00055,2020-12-01,8.2,0.007360082664,0.9992792712,0.032,11.5,0.02001480624
IRL00055,2021-01-11,8.2,0.004005487164,1.19913512544,0.024,9.8,0.02001480624
IRL00055,2021-03-02,8.3,0.005187105877,1.19913512544,0.025,12.4,0.02001480624
IRL00055,2021-04-20,8.4,0.010814815343,0.9992792712,0.017,11.4,0.02001480624
IRL00055,2021-05-11,8.2,0.009162551888,0.969300893064,0.022,10.6,0.02001480624
IRL00055,2021-06-10,8.4,0.004576269085,0.889358551368,0.01,9.9,0.024017767488
IRL00055,2021-07-14,8.5,0.008751989453,0.779437831536,0.016,9.9,0.02001480624
IRL00055,2021-08-26,8.6,0.01552126276,0.409704501192,0.011,10.5,0.02001480624
IRL00055,2021-09-07,8.3,0.004005487164,0.59956756272,0.012,9.0,0.024017767488
IRL00055,2021-10-05,8.4,0.006999588819,0.479654050176,0.01,9.5,0.02001480624
IRL00055,2021-11-09,8.3,0.004005487164,0.4996396356,0.021,10.1,0.02001480624
IRL00055,2021-12-09,8.3,0.004005487164,0.669517111704,0.019,10.4,0.02001480624
IRL00056,2016-04-27,8.1,0.004,0.36,0.018,11.7,0.02
IRL00056,2016-06-30,8.3,0.004,0.2,0.01,9.3,0.02
IRL00056,2016-08-04,8.3,0.004,0.2,0.01,8.4,0.02
IRL00056,2016-10-04,8.2,0.004,0.2,0.011,10.2,0.02
IRL00056,2017-01-18,8.2,0.004,0.23,0.01,11.6,0.02
IRL00056,2017-02-15,8.3,0.004,0.21,0.01,12.0,0.02
IRL00056,2017-03-14,8.2,0.004,0.45,0.016,11.1,0.02
IRL00056,2017-05-16,8.4,0.004,0.2,0.01,8.9,0.02
IRL00056,2017-06-14,8.5,0.007,0.2,0.01,9.0,0.02
IRL00056,2017-07-18,8.5,0.004,0.2,0.01,8.7,0.02
IRL00056,2017-08-03,8.4,0.004,0.2,0.01,9.1,0.02
IRL00056,2017-09-12,8.2,0.004,0.2,0.01,8.8,0.02
IRL00056,2017-10-04,8.1,0.004,0.2,0.01,9.7,0.02
IRL00056,2017-11-01,8.0,0.004,0.2,0.01,9.8,0.061
IRL00056,2017-11-28,8.0,0.004,0.22,0.013,8.9,0.092
IRL00056,2019-04-02,8.2,0.004005487164,0.559596391872,0.01,10.4,0.02001480624
IRL00056,2019-06-11,8.3,0.0093928674,0.19985585424,0.01,10.9,0.02001480624
IRL00056,2019-08-07,8.2,0.004005487164,0.19985585424,0.01,8.5,0.02001480624
IRL00056,2019-10-22,8.1,0.005287243056,0.19985585424,0.014,9.1,0.058042938096
IRL00056,2020-01-23,8.1,0.004005487164,0.64953152628,0.017,11.9,0.0250185078
IRL00056,2020-03-03,8.1,0.004005487164,0.619553148144,0.016,11.6,0.02001480624
IRL00056,2020-03-23,8.1,0.004005487164,0.569589184584,0.014,11.9,0.02001480624
IRL00056,2020-06-08,8.3,0.004005487164,0.219841439664,0.011,9.3,0.021015546552
IRL00056,2020-07-06,8.3,0.004005487164,0.19985585424,0.01,10.0,0.023017027176
IRL00056,2020-08-12,8.3,0.004005487164,0.19985585424,0.01,10.4,0.02001480624
IRL00056,2020-09-12,8.2,0.004005487164,0.19985585424,0.021,9.9,0.02001480624
IRL00056,2020-10-14,8.2,0.004005487164,0.19985585424,0.019,10.9,0.02001480624
IRL00056,2020-12-08,8.0,0.008521673941,0.459668464752,0.023,11.1,0.0250185078
IRL00056,2021-01-12,8.1,0.00440603588,0.539610806448,0.016,13.0,0.02001480624
IRL00056,2021-03-24,8.3,0.004005487164,0.429690086616,0.014,10.8,0.031022949672
IRL00056,2021-04-13,8.2,0.004005487164,0.429690086616,0.014,12.0,0.02001480624
IRL00056,2021-05-12,8.4,0.004005487164,0.19985585424,0.01,11.3,0.02001480624
IRL00056,2021-06-14,8.4,0.004005487164,0.19985585424,0.01,10.6,0.024017767488
IRL00056,2021-07-12,8.4,0.004005487164,0.19985585424,0.01,9.8,0.02001480624
IRL00056,2021-08-16,8.3,0.004005487164,0.19985585424,0.01,8.6,0.02001480624
IRL00056,2021-11-22,8.0,0.011015089701,0.19985585424,0.012,10.1,0.038028131856
IRL00057,2013-01-15,8.29,0.001002896181,0.060928495995,0.021,12.0,0.066867513999
IRL00057,2013-02-19,8.29,0.001002896181,0.104876919336,0.01,12.3,0.036926836089
IRL00057,2013-03-25,8.25,0.001002896181,0.109871058352,0.01,12.6,0.022954519731
IRL00057,2013-04-23,8.37,0.001002896181,0.094888641304,0.008,11.7,0.01996045194
IRL00057,2013-05-21,8.44,0.001002896181,0.034958973112,0.01,10.5,0.033932768298
IRL00057,2013-06-19,8.37,0.001002896181,0.018977728261,0.01,9.8,0.022954519731
IRL00057,2013-07-30,8.51,0.001002896181,0.009988278032,0.01,9.5,0.01996045194
IRL00057,2013-08-21,8.23,0.001002896181,0.009988278032,0.012,9.1,0.01996045194
IRL00057,2013-09-12,8.23,0.001002896181,0.009988278032,0.012,9.6,0.01996045194
IRL00057,2013-10-14,8.23,0.001002896181,0.009988278032,0.01,9.5,0.030938700507
IRL00057,2013-11-22,8.28,0.001002896181,0.044947251144,0.01,11.4,0.035928813492
IRL00057,2013-12-16,8.2,0.001002896181,0.043948423341,0.01,11.3,0.061877401014
IRL00057,2014-01-15,8.24,0.002005792362,0.10287926373,0.009,12.2,0.084831920745
IRL00057,2014-02-19,8.33,0.002005792362,0.159812448512,0.009,12.5,0.058883333223
IRL00057,2014-03-26,8.36,0.002005792362,0.170799554347,0.011,11.9,0.027944632716
IRL00057,2014-04-15,8.39,0.002005792362,0.157814792906,0.009,11.4,0.01996045194
IRL00057,2014-05-14,8.37,0.001002896181,0.088895674485,0.011,10.5,0.034930790895
IRL00057,2014-06-16,8.5,0.001002896181,0.010987105835,0.013,11.0,0.01996045194
IRL00057,2014-07-22,8.35,0.001002896181,0.009988278032,0.009,9.8,0.01996045194
IRL00057,2014-08-20,8.32,0.001002896181,0.009988278032,0.011,9.5,0.01996045194
IRL00057,2014-09-24,8.24,0.001002896181,0.009988278032,0.012,9.5,0.023952542328
IRL00057,2014-10-22,8.15,0.001002896181,0.009988278032,0.009,10.0,0.023952542328
IRL00057,2014-11-25,8.24,0.001002896181,0.05293787357,0.008,10.7,0.065869491402
IRL00057,2014-12-16,8.28,0.001002896181,0.083901535469,0.007,12.0,0.083833898148
IRL00057,2015-01-27,8.29,0.004,0.028,0.01,12.5,0.076
IRL00057,2015-02-25,8.43,0.004,0.1,0.01,12.5,0.052
IRL00057,2015-03-18,8.46,0.004,0.1,0.01,12.2,0.027
IRL00057,2015-04-15,8.5,0.004,0.028,0.01,11.8,0.016
IRL00057,2015-05-23,8.44,0.004,0.009,0.01,10.9,0.016
IRL00057,2015-06-18,8.32,0.004,0.01,0.01,10.3,0.016
IRL00057,2015-07-22,8.21,0.004,0.01,0.01,9.6,0.016
IRL00057,2015-08-17,8.37,0.004,0.01,0.01,10.3,0.016
IRL00057,2015-09-16,8.26,0.004,0.01,0.01,9.8,0.016
IRL00057,2015-10-13,8.21,0.004,0.01,0.01,10.4,0.016
IRL00057,2015-11-22,8.05,0.004,0.007,0.01,10.8,0.018
IRL00057,2015-12-14,8.03,0.004,0.016,0.01,11.5,0.032
IRL00057,2016-01-20,8.1,0.004,0.2,0.01,12.5,0.054
IRL00057,2016-02-11,8.2,0.004,0.2,0.01,12.2,0.039
IRL00057,2016-03-21,8.2,0.004,0.2,0.01,13.4,0.02
IRL00057,2016-04-25,8.1,0.004,0.2,0.01,11.7,0.02
IRL00057,2016-05-16,8.3,0.004,0.2,0.01,10.6,0.02
IRL00057,2016-06-20,8.3,0.004,0.2,0.01,9.6,0.027
IRL00057,2016-07-12,8.4,0.004,0.2,0.01,9.9,0.02
IRL00057,2016-08-18,8.3,0.004,0.2,0.01,9.8,0.028
IRL00057,2016-09-13,8.2,0.004,0.2,0.01,9.2,0.025
IRL00057,2016-10-18,8.1,0.004,0.2,0.01,10.4,0.032
IRL00057,2016-11-17,8.0,0.004,0.2,0.015,11.2,0.035
IRL00057,2016-12-13,8.0,0.004,0.2,0.01,11.9,0.045
IRL00057,2017-01-16,8.1,0.004,0.2,0.01,12.5,0.052
IRL00057,2017-02-20,8.2,0.004,0.2,0.01,12.5,0.048
IRL00057,2017-03-13,8.2,0.004,0.2,0.01,12.4,0.037
IRL00057,2019-06-24,8.4,0.004005487164,0.19985585424,0.01,10.3,0.02001480624
IRL00057,2019-07-25,8.2,0.004005487164,0.19985585424,0.01,9.1,0.02001480624
IRL00057,2019-08-27,8.2,0.004005487164,0.19985585424,0.01,9.5,0.02001480624
IRL00057,2019-09-24,8.2,0.004005487164,0.19985585424,0.01,9.5,0.02001480624
IRL00057,2019-10-30,8.1,0.004005487164,0.19985585424,0.01,10.5,0.027019988424
IRL00057,2019-11-18,8.1,0.004005487164,0.19985585424,0.01,11.6,0.028020728736
IRL00057,2019-12-10,8.1,0.004005487164,0.19985585424,0.01,11.7,0.047034794664
IRL00057,2020-01-14,8.1,0.004005487164,0.19985585424,0.01,11.8,0.06004441872
IRL00057,2020-02-13,8.1,0.004005487164,0.19985585424,0.01,12.0,0.054039976848
IRL00057,2020-03-19,7.7,0.004005487164,0.209848646952,0.01,12.2,0.042031093104
IRL00057,2020-05-12,8.3,0.004005487164,0.19985585424,0.018,10.4,0.02001480624
IRL00057,2020-06-09,7.8,0.004005487164,0.19985585424,0.01,10.1,0.041030352792
IRL00057,2020-07-23,8.4,0.004005487164,0.19985585424,0.01,9.5,0.02001480624
IRL00057,2020-09-15,8.2,0.004005487164,0.19985585424,0.019,9.0,0.02001480624
IRL00057,2020-10-07,8.2,0.004005487164,0.19985585424,0.01,8.8,0.024017767488
IRL00057,2020-11-16,8.3,0.004005487164,0.19985585424,0.01,10.8,0.033024430296
IRL00057,2020-12-08,8.3,0.004005487164,0.19985585424,0.01,12.4,0.04002961248
IRL00057,2021-01-19,8.2,0.004005487164,0.19985585424,0.01,13.0,0.06004441872
IRL00057,2021-02-15,8.2,0.004005487164,0.19985585424,0.01,13.6,0.056041457472
IRL00057,2021-03-15,8.2,0.004005487164,0.239827025088,0.01,12.5,0.048035534976
IRL00057,2021-04-20,8.4,0.004005487164,0.19985585424,0.01,12.3,0.02001480624
IRL00057,2021-05-17,8.5,0.004005487164,0.19985585424,0.01,11.1,0.02001480624
IRL00057,2021-06-28,8.4,0.004005487164,0.19985585424,0.01,10.2,0.02001480624
IRL00057,2021-07-13,8.3,0.004005487164,0.19985585424,0.01,9.99,0.02001480624
IRL00057,2021-08-17,8.1,0.004005487164,0.19985585424,0.01,9.5,0.02001480624
IRL00057,2021-09-13,8.2,0.004005487164,0.19985585424,0.01,10.1,0.02001480624
IRL00057,2021-10-12,8.2,0.004005487164,0.19985585424,0.01,10.0,0.0250185078
IRL00057,2021-11-15,8.2,0.004005487164,0.19985585424,0.01,11.0,0.028020728736
IRL00057,2021-12-20,8.1,0.004005487164,0.19985585424,0.01,12.4,0.067049600904
IRL00058,2013-01-15,8.27,0.001002896181,0.058930840389,0.009,11.9,0.052895197641
IRL00058,2013-02-19,8.25,0.001002896181,0.10287926373,0.01,12.5,0.03992090388
IRL00058,2013-03-25,8.28,0.002005792362,0.111868713958,0.009,12.0,0.020958474537
IRL00058,2013-04-23,8.37,0.001002896181,0.090893330091,0.008,11.6,0.01996045194
IRL00058,2013-05-21,8.46,0.001002896181,0.02497069508,0.01,11.0,0.022954519731
IRL00058,2013-06-19,8.42,0.001002896181,0.019976556064,0.009,9.7,0.021956497134
IRL00058,2013-07-30,8.56,0.001002896181,0.009988278032,0.009,9.4,0.01996045194
IRL00058,2013-08-21,8.24,0.001002896181,0.009988278032,0.012,9.0,0.01996045194
IRL00058,2013-09-12,8.23,0.001002896181,0.009988278032,0.011,9.5,0.01996045194
IRL00058,2013-10-14,8.24,0.001002896181,0.009988278032,0.009,9.7,0.023952542328
IRL00058,2013-11-22,8.28,0.001002896181,0.040951939931,0.011,11.4,0.035928813492
IRL00058,2013-12-16,8.2,0.001002896181,0.050940217963,0.009,11.4,0.064871468805
IRL00058,2014-01-15,8.24,0.002005792362,0.09688629691,0.009,12.0,0.082835875551
IRL00058,2014-02-19,8.33,0.002005792362,0.159812448512,0.009,12.3,0.062875423611
IRL00058,2014-03-26,8.34,0.002005792362,0.165805415331,0.009,11.8,0.022954519731
IRL00058,2014-04-15,8.4,0.001002896181,0.160811276315,0.01,11.4,0.01996045194
IRL00058,2014-05-14,8.35,0.001002896181,0.089894502288,0.01,10.2,0.036926836089
IRL00058,2014-06-16,8.51,0.001002896181,0.010987105835,0.011,10.9,0.01996045194
IRL00058,2014-07-22,8.33,0.001002896181,0.009988278032,0.014,9.5,0.026946610119
IRL00058,2014-08-20,8.29,0.001002896181,0.009988278032,0.01,9.5,0.025948587522
IRL00058,2014-09-24,8.24,0.001002896181,0.009988278032,0.012,9.5,0.01996045194
IRL00058,2014-10-22,8.17,0.001002896181,0.009988278032,0.012,10.1,0.021956497134
IRL00058,2014-11-25,8.22,0.001002896181,0.054935529176,0.011,10.6,0.062875423611
IRL00058,2014-12-16,8.3,0.001002896181,0.075910913043,0.009,11.9,0.084831920745
IRL00058,2015-01-27,8.28,0.004,0.033,0.01,12.4,0.078
IRL00058,2015-02-25,8.4,0.004,0.035,0.01,12.3,0.054
IRL00058,2015-03-18,8.45,0.004,0.038,0.01,12.2,0.029
IRL00058,2015-04-15,8.49,0.004,0.028,0.01,12.0,0.016
IRL00058,2015-05-23,8.45,0.004,0.01,0.01,11.0,0.016
IRL00058,2015-06-18,8.36,0.004,0.01,0.01,10.5,0.016
IRL00058,2015-07-22,8.23,0.004,0.01,0.01,9.5,0.016
IRL00058,2015-08-17,8.3,0.004,0.01,0.01,10.0,0.016
